Rep	P_Y_norm	MLE_Err	Bayes_Err	Win	c_value	by_break
0000	248.35852	69.57487	54.43426	15.14061	0.00000	0.00000
0001	189.34970	56.34213	62.06801	-5.72588	0.04199	0.32715
0002	211.30344	55.05140	55.78302	-0.73162	0.00000	0.00000
0003	168.69758	57.20065	67.56778	-10.36712	0.31543	0.73340
0004	204.22934	49.22044	54.74979	-5.52935	0.00000	0.12988
0005	190.25867	37.04814	51.99923	-14.95109	0.03027	0.68652
0006	199.85298	45.57942	53.89350	-8.31408	0.00000	0.31934
0007	178.72604	56.17965	65.03022	-8.85058	0.18262	0.58691
0008	185.40787	40.47759	54.92082	-14.44323	0.09277	0.71191
0009	166.38167	47.22565	63.12958	-15.90394	0.34668	0.87598
0010	191.45586	45.38475	56.31363	-10.92888	0.01465	0.53027
0011	185.77908	46.93812	59.49407	-12.55595	0.08887	0.64941
0012	166.90026	46.75929	62.69722	-15.93794	0.33887	0.87402
0013	189.85255	47.80353	57.68019	-9.87666	0.03418	0.50684
0014	238.04730	61.00015	52.44939	8.55077	0.00000	0.00000
0015	192.38753	37.43584	52.70023	-15.26439	0.00098	0.67676
0016	219.69101	50.92405	52.61098	-1.68693	0.00000	0.00000
0017	215.06582	36.63970	45.61873	-8.97903	0.00000	0.16309
0018	203.69035	57.44124	58.87728	-1.43604	0.00000	0.00000
0019	193.80872	51.76232	58.63339	-6.87107	0.00000	0.32715
0020	238.99568	48.87801	45.95102	2.92699	0.00000	0.00000
0021	225.19125	44.25265	46.87829	-2.62563	0.00000	0.00000
0022	175.82354	47.87069	61.41699	-13.54630	0.21973	0.76465
0023	226.38371	36.89016	44.25087	-7.36071	0.00000	0.00000
0024	207.06841	42.70974	50.77044	-8.06071	0.00000	0.21777
0025	211.98611	50.07835	53.08420	-3.00585	0.00000	0.00000
0026	205.81227	53.91527	57.80458	-3.88931	0.00000	0.02832
0027	224.99660	62.92067	56.58281	6.33786	0.00000	0.00000
0028	182.69556	55.42138	63.98441	-8.56302	0.12988	0.53223
0029	198.76379	51.51886	57.10265	-5.58379	0.00000	0.20215
0030	227.89899	48.12888	49.39009	-1.26120	0.00000	0.00000
0031	219.52604	49.25366	52.16707	-2.91341	0.00000	0.00000
0032	235.90797	58.26736	51.45547	6.81189	0.00000	0.00000
0033	200.24074	51.59430	56.90379	-5.30949	0.00000	0.16895
0034	217.48265	42.86902	48.67617	-5.80714	0.00000	0.00000
0035	207.21746	48.74248	54.39376	-5.65128	0.00000	0.09863
0036	191.99240	48.95135	57.88230	-8.93096	0.00684	0.44238
0037	213.89635	57.19987	56.55538	0.64449	0.00000	0.00000
0038	191.24266	52.77493	59.95662	-7.18169	0.01660	0.37207
0039	212.12569	48.03820	52.11553	-4.07733	0.00000	0.00000
0040	191.49531	56.12073	61.22905	-5.10832	0.01270	0.27051
0041	169.28277	37.85929	58.61028	-20.75099	0.30762	0.92871
0042	191.20098	46.36514	57.53573	-11.17060	0.01660	0.54395
0043	212.45473	73.79893	64.81966	8.97927	0.00000	0.00000
0044	206.57855	63.83389	61.59254	2.24135	0.00000	0.00000
0045	222.78921	42.68050	47.99728	-5.31677	0.00000	0.00000
0046	259.44576	58.50357	45.72547	12.77810	0.00000	0.00000
0047	237.99754	53.73413	48.77660	4.95753	0.00000	0.00000
0048	162.18598	44.31740	63.96580	-19.64840	0.39941	0.94043
0049	203.96284	31.02659	45.76218	-14.73559	0.00000	0.54590
0050	201.90025	45.78234	54.20784	-8.42551	0.00000	0.29980
0051	204.08024	42.75403	51.52207	-8.76804	0.00000	0.28809
0052	208.14406	55.87632	56.95495	-1.07863	0.00000	0.00000
0053	202.78332	35.35419	48.04006	-12.68586	0.00000	0.47754
0054	267.57455	69.33358	48.80979	20.52379	0.00000	0.00000
0055	177.38461	50.30124	62.85599	-12.55476	0.20020	0.72559
