Rep	P_Y_norm	MLE_Err	Bayes_Err	Win	c_value	by_break
0000	187.98639	60.18659	53.16682	7.01976	0.05957	0.00000
0001	178.10079	39.13776	44.91807	-5.78031	0.19043	0.46777
0002	194.03623	57.72723	50.53277	7.19446	0.00000	0.00000
0003	219.93439	75.75996	53.00803	22.75193	0.00000	0.00000
0004	168.82697	26.15325	40.74228	-14.58903	0.31348	0.83691
0005	209.46118	38.80884	36.92390	1.88494	0.00000	0.00000
0006	267.17342	67.76581	36.97157	30.79425	0.00000	0.00000
0007	221.79156	46.44463	37.66852	8.77612	0.00000	0.00000
0008	192.68663	35.12996	39.27034	-4.14037	0.00000	0.20801
0009	142.30194	49.75793	59.17587	-9.41794	0.63965	0.88965
0010	197.35315	31.54735	36.43163	-4.88428	0.00000	0.18652
0011	229.69503	72.53233	49.17792	23.35441	0.00000	0.00000
0012	157.97262	44.48529	54.82831	-10.34302	0.45410	0.81543
0013	190.32396	50.55194	47.61702	2.93493	0.02832	0.00000
0014	196.41834	45.20631	45.82603	-0.61972	0.00000	0.00000
0015	158.82511	39.24655	49.95389	-10.70734	0.44434	0.81738
0016	176.54805	28.53442	40.00391	-11.46949	0.20996	0.69824
0017	150.74023	61.04244	63.28628	-2.24384	0.54395	0.63379
0018	205.09157	47.04736	42.54316	4.50420	0.00000	0.00000
0019	260.81417	62.68974	36.37836	26.31138	0.00000	0.00000
0020	171.42495	45.03023	49.53077	-4.50054	0.27832	0.49121
0021	150.61261	44.36089	54.78053	-10.41965	0.54395	0.86426
0022	251.79917	62.80433	38.72136	24.08297	0.00000	0.00000
0023	193.41530	49.51480	46.28539	3.22941	0.00000	0.00000
0024	169.72060	38.21746	46.77566	-8.55820	0.30176	0.66699
0025	179.78916	38.04087	44.53441	-6.49354	0.16699	0.47949
0026	181.34862	45.72855	47.40430	-1.67575	0.14746	0.23340
0027	232.24724	46.28365	34.97848	11.30517	0.00000	0.00000
0028	191.01488	50.86200	48.34115	2.52085	0.02051	0.00000
0029	193.51999	55.66413	49.57504	6.08910	0.00000	0.00000
0030	156.70368	55.30525	58.34848	-3.04323	0.46973	0.60059
0031	190.87698	61.54615	53.16324	8.38291	0.02051	0.00000
0032	148.90054	29.89554	49.66286	-19.76733	0.56543	0.97168
0033	194.43728	58.17053	50.66475	7.50579	0.00000	0.00000
0034	202.42087	64.48095	51.50748	12.97348	0.00000	0.00000
0035	193.70781	43.67894	43.30394	0.37500	0.00000	0.00000
0036	177.26196	32.72084	42.16560	-9.44475	0.20215	0.62402
0037	221.56704	54.69837	41.83634	12.86203	0.00000	0.00000
0038	175.70194	42.82888	47.81428	-4.98540	0.22168	0.46191
0039	198.40427	47.04073	43.79227	3.24846	0.00000	0.00000
0040	135.14506	33.77693	53.21604	-19.43910	0.71387	0.98730
0041	175.26523	56.69263	54.49971	2.19292	0.22754	0.11426
0042	198.65505	50.01419	45.23635	4.77785	0.00000	0.00000
0043	174.65853	32.25115	42.57619	-10.32505	0.23535	0.67871
0044	134.99206	37.27657	54.89651	-17.61994	0.71582	0.98340
0045	216.39367	46.84925	39.24030	7.60895	0.00000	0.00000
0046	142.78512	36.17722	52.28833	-16.11111	0.63379	0.96191
0047	203.41131	60.16514	49.16475	11.00040	0.00000	0.00000
0048	147.98060	41.89453	54.31021	-12.41568	0.57520	0.90918
0049	177.38499	41.61016	46.51434	-4.90418	0.20020	0.43848
0050	158.81529	40.73907	51.04499	-10.30592	0.44434	0.80957
0051	198.59414	68.95146	54.70193	14.24952	0.00000	0.00000
0052	160.86915	49.44702	54.42299	-4.97597	0.41699	0.62988
0053	200.96535	41.48824	40.37377	1.11446	0.00000	0.00000
0054	180.25754	47.13615	48.88310	-1.74694	0.16113	0.25098
0055	211.94261	76.52617	55.18332	21.34286	0.00000	0.00000
0056	200.91518	77.08967	59.55040	17.53927	0.00000	0.00000
0057	233.40153	67.64451	45.70374	21.94077	0.00000	0.00000
0058	206.79395	54.66179	45.83790	8.82389	0.00000	0.00000
0059	197.36066	73.36042	57.30603	16.05439	0.00000	0.00000
0060	169.48707	34.22369	44.64694	-10.42326	0.30566	0.72949
0061	209.17717	56.66938	46.45510	10.21428	0.00000	0.00000
0062	205.46566	45.51044	41.97381	3.53663	0.00000	0.00000
0063	143.78792	65.50593	66.68351	-1.17759	0.62402	0.66699
0064	148.38543	56.40830	61.61459	-5.20629	0.57129	0.75488
0065	177.90010	54.03923	52.67361	1.36563	0.19238	0.12207
0066	188.88534	62.61712	53.99450	8.62261	0.04785	0.00000
0067	211.67422	48.18178	41.18109	7.00069	0.00000	0.00000
0068	182.86506	29.90434	39.24072	-9.33638	0.12598	0.56152
0069	156.29086	61.99412	62.23846	-0.24434	0.47559	0.48730
0070	253.98062	71.70466	42.56376	29.14090	0.00000	0.00000
0071	141.54015	34.60540	51.86940	-17.26400	0.64746	0.97168
0072	201.94445	53.73357	46.34164	7.39193	0.00000	0.00000
0073	178.38720	59.91982	57.14777	2.77206	0.18652	0.04004
0074	196.65796	46.44904	44.19926	2.24978	0.00000	0.00000
0075	199.03222	45.06191	43.48359	1.57832	0.00000	0.00000
0076	179.15165	51.19679	50.81198	0.38480	0.17676	0.15527
0077	207.07689	54.62901	45.41677	9.21224	0.00000	0.00000
0078	218.02888	52.62781	44.05966	8.56815	0.00000	0.00000
0079	201.70953	45.24164	42.12359	3.11804	0.00000	0.00000
0080	238.14000	72.80983	46.84501	25.96482	0.00000	0.00000
0081	206.71975	61.75614	49.22533	12.53081	0.00000	0.00000
0082	171.73383	27.62209	40.98490	-13.36280	0.27441	0.79004
