Rep	P_Y_norm	MLE_Err	Bayes_Err	Win	c_value	by_break
0000	70.29073	69.57487	18.33089	51.24397	0.99512	0.00000
0001	54.72071	56.34213	15.10495	41.23718	0.99902	0.00000
0002	55.37108	55.05140	14.14580	40.90560	0.99902	0.00000
0003	54.21459	57.20065	15.56821	41.63244	0.99902	0.00000
0004	49.24014	49.22044	12.87677	36.34367	0.99902	0.00000
0005	37.23108	37.04814	9.63581	27.41232	0.99902	0.80176
0006	45.78778	45.57942	11.78949	33.78994	0.99902	0.25293
0007	53.09129	56.17965	15.81860	40.36105	0.99902	0.00000
0008	40.07994	40.47759	10.63249	29.84510	0.99902	0.64160
0009	44.84177	47.22565	12.89425	34.33140	0.99902	0.22754
0010	44.23058	45.38475	12.49963	32.88512	0.99902	0.35449
0011	43.43904	46.93812	14.45877	32.47935	0.99902	0.40137
0012	44.57489	46.75929	12.65826	34.10103	0.99902	0.25293
0013	46.81458	47.80353	12.81937	34.98416	0.99902	0.13379
0014	62.10329	61.00015	15.81508	45.18508	0.99902	0.00000
0015	35.81291	37.43584	11.22357	26.21227	0.99902	0.86035
0016	50.30181	50.92405	14.33797	36.58608	0.99902	0.00000
0017	38.57639	36.63970	9.12078	27.51893	0.99902	0.78027
0018	57.05374	57.44124	14.91612	42.52513	0.99902	0.00000
0019	50.84218	51.76232	13.75471	38.00761	0.99902	0.00000
0020	51.28655	48.87801	12.25799	36.62002	0.99902	0.00000
0021	46.39770	44.25265	10.95636	33.29629	0.99902	0.27832
0022	45.51092	47.87069	13.37483	34.49585	0.99902	0.20215
0023	37.13554	36.89016	10.94260	25.94756	0.99902	0.85449
0024	43.42369	42.70974	11.06131	31.64843	0.99902	0.46191
0025	50.87933	50.07835	12.74058	37.33777	0.99902	0.00000
0026	51.66405	53.91527	15.72132	38.19395	0.99902	0.00000
0027	63.12067	62.92067	16.43148	46.48919	0.99902	0.00000
0028	52.06586	55.42138	16.02152	39.39987	0.99902	0.00000
0029	51.28620	51.51886	13.35174	38.16712	0.99902	0.00000
0030	47.86789	48.12888	13.77755	34.35134	0.99902	0.16309
0031	48.08888	49.25366	14.40605	34.84761	0.99902	0.11816
0032	59.71439	58.26736	14.88356	43.38381	0.99902	0.00000
0033	51.21538	51.59430	13.53981	38.05448	0.99902	0.00000
0034	43.51756	42.86902	11.54713	31.32190	0.99902	0.48340
0035	47.83978	48.74248	13.61787	35.12461	0.99902	0.10254
0036	47.73022	48.95135	13.32754	35.62381	0.99902	0.06348
0037	56.90807	57.19987	15.18213	42.01773	0.99902	0.00000
0038	51.27341	52.77493	14.32862	38.44631	0.99902	0.00000
0039	48.83460	48.03820	12.31799	35.72021	0.99902	0.03223
0040	55.02469	56.12073	14.72639	41.39434	0.99902	0.00000
0041	34.70037	37.85929	11.63557	26.22372	0.99902	0.87207
0042	43.88181	46.36514	13.74521	32.61993	0.99902	0.38184
0043	72.95331	73.79893	19.07470	54.72423	0.99512	0.00000
0044	62.74852	63.83389	16.92974	46.90415	0.99902	0.00000
0045	42.34353	42.68050	12.48838	30.19212	0.99902	0.57910
0046	61.54751	58.50357	14.57972	43.92385	0.99902	0.00000
0047	55.44968	53.73413	13.79325	39.94088	0.99902	0.00000
0048	39.53606	44.31740	14.00797	30.30943	0.99902	0.62207
0049	32.24752	31.02659	8.07069	22.95589	0.99902	0.95605
0050	44.77655	45.78234	12.86846	32.91388	0.99902	0.34082
0051	43.28399	42.75403	11.10083	31.65321	0.99902	0.46387
0052	55.96783	55.87632	14.37870	41.49763	0.99902	0.00000
0053	36.51754	35.35419	8.98619	26.36800	0.99902	0.84863
0054	72.73891	69.33358	16.89839	52.43519	0.99512	0.00000
0055	46.73909	50.30124	14.89706	35.40417	0.99902	0.10254
0056	53.98083	53.72214	14.43670	39.28545	0.99902	0.00000
0057	74.03102	72.72982	18.30445	54.42538	0.99316	0.00000
0058	48.28048	50.27256	13.68008	36.59247	0.99902	0.00000
0059	63.40656	59.48165	14.30389	45.17775	0.99902	0.00000
