Rep	P_Y_norm	MLE_Err	Bayes_Err	Win	c_value	by_break
0000	257.26059	60.18659	71.81733	-11.63075	0.00000	0.00000
0001	249.86078	39.13776	62.94714	-23.80938	0.00000	0.41699
0002	265.32397	57.72723	68.67990	-10.95266	0.00000	0.00000
0003	293.00650	75.75996	70.70906	5.05090	0.00000	0.00000
0004	241.44235	26.15325	58.55750	-32.40425	0.00000	0.76465
0005	288.53887	38.80884	53.12354	-14.31470	0.00000	0.00000
0006	352.88568	67.76581	51.51256	16.25325	0.00000	0.00000
0007	301.95693	46.44463	53.59624	-7.15161	0.00000	0.00000
0008	268.73866	35.12996	56.22639	-21.09643	0.00000	0.09082
0009	203.34892	49.75793	79.88319	-30.12526	0.00000	0.91699
0010	275.36385	31.54735	52.89801	-21.35066	0.00000	0.02637
0011	305.86776	72.53233	66.10380	6.42853	0.00000	0.00000
0012	224.87103	44.48529	74.07277	-29.58749	0.00000	0.80762
0013	262.29263	50.55194	65.59391	-15.04197	0.00000	0.00000
0014	272.13721	45.20631	62.86537	-17.65907	0.00000	0.00000
0015	226.18676	39.24655	69.08254	-29.83599	0.00000	0.80371
0016	250.39632	28.53442	57.51090	-28.97648	0.00000	0.59863
0017	211.39703	61.04244	84.09114	-23.04871	0.00000	0.74512
0018	281.44783	47.04736	59.42316	-12.37580	0.00000	0.00000
0019	346.39416	62.68974	50.95243	11.73732	0.00000	0.00000
0020	240.28340	45.03023	68.28522	-23.25499	0.00000	0.49512
0021	214.99868	44.36089	74.65308	-30.29219	0.00000	0.87207
0022	335.28709	62.80433	53.81845	8.98588	0.00000	0.00000
0023	266.31813	49.51480	64.02874	-14.51394	0.00000	0.00000
0024	239.86186	38.21746	65.20941	-26.99195	0.00000	0.62793
0025	252.46277	38.04087	62.33507	-24.29420	0.00000	0.40723
0026	252.33844	45.72855	65.62591	-19.89736	0.00000	0.22363
0027	314.86462	46.28365	50.29320	-4.00955	0.00000	0.00000
0028	263.41382	50.86200	66.21048	-15.34847	0.00000	0.00000
0029	265.13920	55.66413	67.63930	-11.97516	0.00000	0.00000
0030	219.79371	55.30525	78.54504	-23.23978	0.00000	0.68457
0031	260.52262	61.54615	71.72089	-10.17474	0.00000	0.00000
0032	217.00828	29.89554	68.60499	-38.70945	0.00000	0.95605
0033	265.72016	58.17053	68.81309	-10.64256	0.00000	0.00000
0034	273.94375	64.48095	69.59582	-5.11487	0.00000	0.00000
0035	268.02932	43.67894	60.69263	-17.01369	0.00000	0.00000
0036	250.42286	32.72084	59.84443	-27.12359	0.00000	0.53613
0037	299.76887	54.69837	58.25494	-3.55657	0.00000	0.00000
0038	246.26468	42.82888	66.14266	-23.31378	0.00000	0.43457
0039	273.02526	47.04073	61.10609	-14.06535	0.00000	0.00000
0040	198.33981	33.77693	73.38641	-39.60948	0.00000	0.98535
0041	242.36373	56.69263	73.69414	-17.00152	0.00000	0.20996
0042	272.65698	50.01419	62.70493	-12.69074	0.00000	0.00000
0043	247.32454	32.25115	60.37875	-28.12761	0.00000	0.59863
0044	197.29423	37.27657	75.29003	-38.01346	0.00000	0.98145
0045	295.22923	46.84925	55.50048	-8.65122	0.00000	0.00000
0046	207.08851	36.17722	72.18154	-36.00432	0.00000	0.95801
0047	276.18768	60.16514	66.93971	-6.77457	0.00000	0.00000
0048	212.37684	41.89453	74.18021	-32.28568	0.00000	0.90918
0049	248.49283	41.61016	64.70644	-23.09628	0.00000	0.40137
0050	225.98827	40.73907	70.22081	-29.48173	0.00000	0.79785
0051	268.20344	68.95146	73.26867	-4.31722	0.00000	0.00000
0052	226.29310	49.44702	74.03607	-24.58904	0.00000	0.67090
0053	277.45779	41.48824	57.21973	-15.73149	0.00000	0.00000
0054	250.90253	47.13615	67.19091	-20.05476	0.00000	0.24707
0055	282.89869	76.52617	73.41336	3.11281	0.00000	0.00000
0056	269.80957	77.08967	78.29587	-1.20620	0.00000	0.00000
0057	311.50974	67.64451	62.14575	5.49876	0.00000	0.00000
0058	281.74578	54.66179	63.06901	-8.40722	0.00000	0.00000
0059	265.70996	73.36042	76.18776	-2.82734	0.00000	0.00000
0060	240.40828	34.22369	62.88570	-28.66202	0.00000	0.67480
0061	284.31224	56.66938	63.64039	-6.97101	0.00000	0.00000
0062	282.39798	45.51044	58.70979	-13.19935	0.00000	0.00000
0063	201.54603	65.50593	88.21305	-22.70712	0.00000	0.80566
0064	209.59439	56.40830	82.28141	-25.87311	0.00000	0.82324
0065	246.29250	54.03923	71.54457	-17.50534	0.00000	0.18652
0066	257.73093	62.61712	72.75217	-10.13505	0.00000	0.00000
0067	289.15685	48.18178	57.77949	-9.59771	0.00000	0.00000
0068	257.91548	29.90434	56.44718	-26.54284	0.00000	0.43848
0069	217.94619	61.99412	82.79369	-20.79957	0.00000	0.62402
0070	335.88922	71.70466	58.05567	13.64899	0.00000	0.00000
0071	205.94469	34.60540	71.73732	-37.13192	0.00000	0.96582
0072	275.87852	53.73357	63.82719	-10.09362	0.00000	0.00000
0073	246.29908	59.91982	76.13886	-16.21903	0.00000	0.12793
0074	271.13539	46.44904	61.54897	-15.09992	0.00000	0.00000
0075	274.64141	45.06191	60.55036	-15.48845	0.00000	0.00000
0076	248.42995	51.19679	69.46147	-18.26468	0.00000	0.19629
0077	281.94742	54.62901	62.66820	-8.03919	0.00000	0.00000
0078	296.98777	52.62781	60.28900	-7.66119	0.00000	0.00000
0079	277.53483	45.24164	59.13633	-13.89469	0.00000	0.00000
0080	316.03119	72.80983	63.34127	9.46856	0.00000	0.00000
0081	279.93501	61.75614	66.89058	-5.13443	0.00000	0.00000
0082	244.78947	27.62209	58.69005	-31.06795	0.00000	0.70801
0083	280.94581	57.89071	65.13105	-7.24034	0.00000	0.00000
0084	233.92453	35.17989	65.07285	-29.89296	0.00000	0.75488
0085	304.98613	51.40898	55.32770	-3.91873	0.00000	0.00000
0086	276.19515	67.77629	70.68166	-2.90537	0.00000	0.00000
0087	267.55184	40.34671	59.42329	-19.07658	0.00000	0.01270
0088	273.79241	59.70467	67.69641	-7.99174	0.00000	0.00000
0089	256.23768	50.29383	67.02575	-16.73192	0.00000	0.03613
0090	320.16741	50.89075	51.48252	-0.59177	0.00000	0.00000
0091	292.52498	53.58921	60.07084	-6.48162	0.00000	0.00000
0092	257.87625	50.63753	66.89892	-16.26139	0.00000	0.00000
0093	201.27318	66.27094	88.78101	-22.51007	0.00000	0.80176
0094	281.74114	36.66493	54.40633	-17.74140	0.00000	0.00000
0095	266.67881	51.57892	65.03251	-13.45359	0.00000	0.00000
0096	273.80892	60.43233	70.95493	-10.52260	0.00000	0.00000
0097	249.61690	49.97827	68.42693	-18.44867	0.00000	0.19043
0098	221.67169	47.41828	74.13509	-26.71681	0.00000	0.76270
0099	262.14837	54.88329	67.74458	-12.86129	0.00000	0.00000
0100	251.62755	46.24471	66.93964	-20.69494	0.00000	0.26660
0101	261.01703	51.39256	67.77683	-16.38427	0.00000	0.00000
0102	305.74934	48.80673	54.99728	-6.19055	0.00000	0.00000
0103	263.55182	40.20293	60.29397	-20.09104	0.00000	0.10449
0104	304.50193	45.15898	54.42103	-9.26205	0.00000	0.00000
0105	226.07010	73.15141	86.22667	-13.07526	0.00000	0.22168
0106	242.51314	69.45327	81.39858	-11.94531	0.00000	0.00000
0107	220.03506	49.36850	75.78617	-26.41767	0.00000	0.76855
0108	221.37314	49.50961	75.25559	-25.74598	0.00000	0.74121
0109	196.73002	59.26919	88.56186	-29.29267	0.00000	0.92871
0110	230.84108	59.25093	78.58145	-19.33052	0.00000	0.44043
0111	244.80809	43.17856	66.49721	-23.31866	0.00000	0.45020
0112	246.79542	34.83208	61.58481	-26.75272	0.00000	0.55762
0113	303.94795	56.07231	59.37547	-3.30316	0.00000	0.00000
0114	242.88173	44.39763	67.33573	-22.93810	0.00000	0.45605
0115	204.38320	56.54716	83.04992	-26.50276	0.00000	0.86230
0116	315.06542	69.98019	62.10908	7.87111	0.00000	0.00000
0117	237.21501	41.34358	67.23614	-25.89256	0.00000	0.61621
0118	251.06552	42.65499	65.40247	-22.74748	0.00000	0.36035
0119	272.66143	45.25811	60.42091	-15.16280	0.00000	0.00000
0120	272.13937	67.74604	72.23359	-4.48755	0.00000	0.00000
0121	227.82109	54.53544	76.22792	-21.69248	0.00000	0.56152
0122	275.83652	46.90663	60.33485	-13.42821	0.00000	0.00000
0123	257.71938	53.46286	68.69230	-15.22944	0.00000	0.00000
0124	218.89390	44.38792	73.55761	-29.16970	0.00000	0.83301
0125	283.35004	56.97741	63.63882	-6.66141	0.00000	0.00000
0126	275.31650	47.45565	62.10765	-14.65199	0.00000	0.00000
0127	303.74930	58.29515	59.14273	-0.84757	0.00000	0.00000
0128	266.19941	51.44606	65.22638	-13.78032	0.00000	0.00000
0129	267.29864	44.40280	61.26415	-16.86136	0.00000	0.00000
0130	231.63372	39.53414	67.69868	-28.16453	0.00000	0.72949
0131	322.87805	67.26531	59.39579	7.86952	0.00000	0.00000
0132	308.58187	57.73095	57.76995	-0.03900	0.00000	0.00000
0133	251.76041	38.02016	61.99780	-23.97764	0.00000	0.40332
0134	265.28001	61.41146	70.43873	-9.02727	0.00000	0.00000
0135	262.79581	38.36685	59.35541	-20.98856	0.00000	0.15332
0136	328.48202	62.34308	55.42820	6.91488	0.00000	0.00000
0137	266.94365	74.43868	76.83809	-2.39941	0.00000	0.00000
0138	287.42713	57.02885	64.06584	-7.03699	0.00000	0.00000
0139	329.36699	61.45307	54.65288	6.80019	0.00000	0.00000
0140	234.20397	35.58861	65.09276	-29.50415	0.00000	0.74316
0141	193.14352	60.27972	88.33863	-28.05891	0.00000	0.92871
0142	266.23401	53.54704	66.22233	-12.67529	0.00000	0.00000
0143	293.80120	56.33664	60.64423	-4.30759	0.00000	0.00000
0144	280.68791	64.39038	67.86360	-3.47322	0.00000	0.00000
0145	241.98475	47.25094	69.00243	-21.75149	0.00000	0.41699
0146	276.63301	41.27673	58.96793	-17.69120	0.00000	0.00000
0147	250.21892	38.98450	62.95010	-23.96559	0.00000	0.41895
0148	241.18308	47.26390	69.18363	-21.91972	0.00000	0.43262
0149	306.85582	43.27612	52.23200	-8.95588	0.00000	0.00000
0150	288.89990	52.32612	59.85034	-7.52422	0.00000	0.00000
0151	251.24727	47.59333	67.56979	-19.97647	0.00000	0.23926
0152	288.55995	53.63596	60.78298	-7.14702	0.00000	0.00000
0153	221.56810	45.58121	73.44461	-27.86340	0.00000	0.79004
0154	234.39695	55.93731	77.43066	-21.49335	0.00000	0.48730
0155	244.72332	38.93133	64.13419	-25.20286	0.00000	0.52246
0156	292.73334	54.83452	60.07409	-5.23957	0.00000	0.00000
