,2006_01,2006_02,2006_03,2006_04,2006_05,2006_06,2006_07,2006_08,2006_09,2006_10,2006_11,2006_12,2007_01,2007_02,2007_03,2007_04,2007_05,2007_06,2007_07,2007_08,2007_09,2007_10,2007_11,2007_12,2008_01,2008_02,2008_03,2008_04,2008_05,2008_06,2008_07,2008_08,2008_09,2008_10,2008_11,2008_12,2009_01,2009_02,2009_03,2009_04,2009_05,2009_06,2009_07,2009_08,2009_09,2009_10,2009_11,2009_12,2010_01,2010_02,2010_03,2010_04,2010_05,2010_06,2010_07,2010_08,2010_09,2010_10,2010_11,2010_12,2011_01,2011_02,2011_03,2011_04,2011_05,2011_06,2011_07,2011_08,2011_09,2011_10,2011_11,2011_12,2012_01,2012_02,2012_03,2012_04,2012_05,2012_06,2012_07,2012_08,2012_09,2012_10,2012_11,2012_12,2013_01,2013_02,2013_03,2013_04,2013_05,2013_06,2013_07,2013_08,2013_09,2013_10,2013_11,2013_12,2014_01,2014_02,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12
tr.109,4.424746014,4.424746014,3.444135848,4.830191198,4.291225599,4.424746014,4.830191198,4.542521523,4.424746014,4.291225599,4.910231547,5.117866296,4.984337649,4.291225599,4.984337649,5.34100662,4.830191198,4.647876654,3.954798325,3.954798325,4.291225599,4.542521523,4.291225599,4.542521523,4.984337649,4.291225599,3.954798325,5.117866296,3.731706403,3.731706403,5.178489894,4.647876654,3.038989154,4.137091833,3.444135848,4.137091833,3.954798325,3.954798325,3.731706403,4.137091833,4.137091833,4.647876654,3.731706403,4.542521523,4.291225599,4.291225599,4.830191198,3.954798325,3.038989154,4.424746014,4.424746014,4.137091833,4.542521523,4.291225599,3.444135848,4.542521523,3.731706403,4.291225599,4.137091833,4.137091833,3.954798325,4.542521523,4.424746014,4.424746014,4.291225599,4.137091833,4.542521523,3.731706403,4.743182851,4.137091833,4.743182851,3.954798325,3.038989154,4.137091833,4.647876654,4.984337649,4.424746014,4.743182851,3.954798325,-0.693147181,4.291225599,3.954798325,3.954798325,3.954798325,4.137091833,4.647876654,4.291225599,4.743182851,4.910231547,4.291225599,3.731706403,4.542521523,4.137091833,4.647876654,3.731706403,3.954798325,4.291225599,3.731706403,4.830191198,3.444135848,4.291225599,4.424746014,3.731706403,4.424746014,3.038989154,4.291225599,4.424746014,4.291225599,3.444135848,4.137091833,3.731706403,3.731706403,4.424746014,3.038989154,3.444135848,4.542521523,4.647876654,3.731706403,3.731706403,3.731706403,4.291225599,-0.693147181,4.424746014,3.731706403,4.743182851,3.444135848,3.038989154,4.291225599,4.424746014,4.424746014,3.731706403,4.647876654,3.731706403,4.291225599,4.424746014,2.347556182,3.038989154,4.424746014,4.291225599,3.954798325,3.444135848,4.647876654,4.542521523,4.137091833,3.731706403,3.444135848,3.731706403,3.444135848,4.137091833,4.291225599,3.731706403,2.347556182,2.347556182,4.291225599,3.731706403,3.038989154
tr.110,4.185522784,4.185522784,4.098522406,3.646638452,3.780129999,4.098522406,4.098522406,3.897885715,4.003226687,4.185522784,3.897885715,3.646638452,3.780129999,3.087373094,4.339658111,4.098522406,4.533800444,4.003226687,4.098522406,3.897885715,3.897885715,3.780129999,3.780129999,3.897885715,3.087373094,3.646638452,3.780129999,4.098522406,3.780129999,4.408645503,4.098522406,3.780129999,3.492549153,2.80009527,3.31032937,4.265556932,4.408645503,3.897885715,4.408645503,3.897885715,3.897885715,4.185522784,4.003226687,4.185522784,3.646638452,4.185522784,4.003226687,3.492549153,3.780129999,2.80009527,3.897885715,3.31032937,4.590955743,4.003226687,4.003226687,3.780129999,4.533800444,4.265556932,3.897885715,4.003226687,3.897885715,3.087373094,4.696311372,4.339658111,4.533800444,4.003226687,3.492549153,4.745099599,4.533800444,4.339658111,3.897885715,4.098522406,4.003226687,3.780129999,4.473179539,4.098522406,4.003226687,3.31032937,4.533800444,4.339658111,4.185522784,3.897885715,3.897885715,3.646638452,3.780129999,4.003226687,3.897885715,3.492549153,4.339658111,4.265556932,4.185522784,4.003226687,3.897885715,3.492549153,4.003226687,3.492549153,4.003226687,4.185522784,3.897885715,3.646638452,4.265556932,4.696311372,4.098522406,3.780129999,4.098522406,4.473179539,3.780129999,4.185522784,4.098522406,3.492549153,4.265556932,4.003226687,4.098522406,4.185522784,4.185522784,4.265556932,3.897885715,3.897885715,4.003226687,3.780129999,3.897885715,2.80009527,4.339658111,3.780129999,4.408645503,4.339658111,3.492549153,2.80009527,4.339658111,4.003226687,3.897885715,4.003226687,4.265556932,3.492549153,3.087373094,3.646638452,4.185522784,4.098522406,4.098522406,3.897885715,4.098522406,4.185522784,3.897885715,2.395782465,4.098522406,3.646638452,4.185522784,3.897885715,3.897885715,4.098522406,3.780129999,4.003226687,3.31032937,4.265556932,3.897885715,3.897885715
tr.111,3.396500844,3.461005418,3.253492875,3.823783728,3.632784,3.632784,3.521601903,3.684060254,3.578736736,3.578736736,3.396500844,3.578736736,3.684060254,3.907147014,3.866333609,3.461005418,3.521601903,3.632784,3.779343056,3.521601903,4.020455222,3.823783728,3.461005418,3.732835753,3.253492875,3.578736736,3.578736736,3.461005418,3.632784,3.779343056,3.578736736,3.461005418,3.253492875,3.907147014,3.684060254,3.521601903,2.886173196,3.684060254,3.866333609,3.461005418,3.984093651,3.984093651,4.089437718,3.684060254,3.578736736,3.578736736,3.732835753,3.396500844,4.243569793,3.521601903,3.253492875,3.253492875,3.907147014,3.732835753,3.086586766,4.214585331,3.823783728,3.632784,3.732835753,3.521601903,3.779343056,3.327549446,3.461005418,3.684060254,3.94636011,3.823783728,3.684060254,3.327549446,3.779343056,3.632784,3.173514936,3.578736736,3.086586766,3.521601903,4.020455222,3.94636011,3.396500844,3.823783728,3.684060254,3.907147014,3.732835753,4.122223089,3.461005418,3.173514936,3.866333609,3.907147014,3.684060254,3.823783728,3.984093651,3.578736736,3.578736736,3.823783728,3.253492875,3.632784,3.521601903,3.823783728,3.779343056,3.327549446,3.632784,3.632784,4.122223089,3.94636011,3.327549446,3.732835753,3.632784,3.578736736,3.461005418,4.122223089,3.94636011,3.253492875,3.779343056,3.866333609,4.020455222,4.089437718,3.866333609,4.214585331,3.521601903,3.396500844,3.632784,3.521601903,3.779343056,3.253492875,3.732835753,3.396500844,4.055541086,4.020455222,3.461005418,3.779343056,3.823783728,3.823783728,3.578736736,4.153967747,3.984093651,3.732835753,3.779343056,3.632784,3.632784,3.327549446,3.779343056,3.907147014,3.327549446,3.732835753,3.907147014,3.779343056,3.94636011,4.325800077,3.779343056,3.779343056,4.184735727,3.684060254,3.632784,3.632784,3.632784,3.823783728,3.823783728,3.907147014
tr.112,4.528863238,4.683006192,4.683006192,3.584565024,4.471708351,4.85735328,4.582927475,4.471708351,4.934312168,4.896572854,3.941141798,4.203467545,4.582927475,4.471708351,4.729524307,4.528863238,5.104207476,4.528863238,4.203467545,4.582927475,4.123434529,4.411087938,4.582927475,4.411087938,4.471708351,4.277567827,4.277567827,4.036435606,4.582927475,4.683006192,4.203467545,4.683006192,4.277567827,4.773974411,4.683006192,4.528863238,4.411087938,4.411087938,4.411087938,4.203467545,4.896572854,4.411087938,4.123434529,4.729524307,4.123434529,4.528863238,4.277567827,3.941141798,4.528863238,4.123434529,4.582927475,4.277567827,4.471708351,4.634218221,4.582927475,3.941141798,4.123434529,4.346554494,4.471708351,4.528863238,3.248277499,4.123434529,4.683006192,4.471708351,4.970678904,4.528863238,4.277567827,4.036435606,4.203467545,4.346554494,4.729524307,4.411087938,3.941141798,4.203467545,3.835803409,4.277567827,4.85735328,3.835803409,4.277567827,4.683006192,4.582927475,4.528863238,4.346554494,4.582927475,4.411087938,4.203467545,4.346554494,4.528863238,4.471708351,4.203467545,4.471708351,4.471708351,4.411087938,4.81653257,4.036435606,4.411087938,4.582927475,4.346554494,3.718051305,4.203467545,4.582927475,4.85735328,4.346554494,4.471708351,4.582927475,4.471708351,4.411087938,4.346554494,4.411087938,4.582927475,4.729524307,4.277567827,4.411087938,4.85735328,4.934312168,4.85735328,4.203467545,4.036435606,4.683006192,4.346554494,4.411087938,3.835803409,4.346554494,4.81653257,4.634218221,4.346554494,4.773974411,4.346554494,4.203467545,4.471708351,3.941141798,4.277567827,3.835803409,4.203467545,4.411087938,4.471708351,3.835803409,4.729524307,4.471708351,4.896572854,4.277567827,4.277567827,4.471708351,4.036435606,3.835803409,4.203467545,4.471708351,4.471708351,4.582927475,4.346554494,4.729524307,4.683006192,4.471708351,4.934312168,4.471708351,4.123434529
tr.113,4.530481228,2.739736157,4.348172443,3.432101074,4.443475369,2.739736157,4.242821731,4.443475369,4.242821731,3.837421117,3.144621987,3.432101074,3.991540999,3.432101074,3.991540999,3.432101074,4.242821731,4.530481228,4.443475369,4.530481228,4.443475369,3.65515063,3.144621987,4.75361433,4.989996109,4.530481228,4.443475369,4.530481228,3.837421117,4.878773358,4.93593021,4.610519642,4.348172443,4.989996109,4.530481228,4.443475369,4.125052402,3.432101074,4.443475369,4.125052402,4.684624207,3.432101074,4.125052402,3.991540999,3.991540999,4.125052402,4.818150601,4.242821731,4.75361433,4.443475369,4.878773358,5.181047668,4.610519642,4.530481228,4.125052402,4.348172443,3.837421117,4.989996109,4.242821731,3.991540999,3.65515063,4.125052402,4.530481228,4.75361433,4.530481228,4.242821731,4.242821731,4.125052402,3.991540999,4.348172443,4.878773358,4.684624207,4.684624207,4.818150601,3.991540999,3.837421117,4.348172443,3.432101074,4.443475369,4.125052402,3.991540999,4.75361433,4.610519642,4.530481228,3.837421117,4.610519642,3.991540999,4.530481228,4.125052402,3.432101074,3.65515063,4.242821731,4.684624207,4.878773358,4.610519642,4.125052402,4.989996109,4.125052402,3.991540999,4.125052402,4.610519642,4.684624207,4.530481228,4.610519642,4.684624207,4.530481228,4.530481228,4.818150601,4.530481228,4.75361433,4.530481228,4.348172443,4.125052402,4.348172443,4.242821731,3.144621987,3.65515063,4.443475369,4.348172443,4.818150601,2.049699824,4.530481228,4.125052402,4.242821731,4.684624207,4.878773358,4.125052402,4.610519642,3.991540999,4.348172443,4.348172443,4.610519642,4.443475369,4.530481228,4.242821731,4.443475369,4.530481228,3.991540999,4.348172443,4.125052402,4.125052402,4.75361433,3.837421117,4.818150601,3.432101074,4.242821731,2.739736157,4.530481228,4.610519642,3.837421117,4.530481228,4.242821731,4.684624207,3.432101074,4.125052402,3.432101074
tr.114,3.974865401,3.923581633,3.751771448,3.974865401,3.618282225,3.923581633,3.544202995,3.176704806,3.974865401,3.812380338,3.974865401,3.923581633,3.464196507,3.544202995,3.974865401,4.114605839,4.023647366,3.974865401,3.923581633,3.544202995,3.869525569,4.070160276,3.974865401,3.377231665,3.751771448,3.751771448,3.751771448,3.751771448,3.28198266,3.812380338,3.544202995,3.464196507,3.812380338,3.687251907,3.812380338,2.771783019,3.28198266,3.28198266,3.812380338,3.751771448,4.311294444,3.812380338,3.687251907,3.812380338,3.28198266,4.311294444,3.974865401,3.812380338,3.464196507,3.464196507,3.377231665,4.505435978,2.771783019,3.751771448,3.464196507,3.544202995,3.377231665,4.070160276,3.923581633,3.687251907,4.23719366,3.812380338,3.544202995,3.812380338,3.812380338,3.751771448,3.923581633,3.28198266,3.28198266,4.114605839,3.923581633,3.812380338,3.464196507,3.28198266,3.618282225,3.544202995,3.974865401,3.687251907,4.023647366,3.974865401,3.464196507,4.070160276,4.114605839,3.869525569,3.812380338,3.869525569,3.377231665,3.464196507,3.176704806,3.618282225,3.751771448,3.869525569,3.751771448,4.023647366,3.618282225,3.751771448,3.869525569,3.464196507,3.687251907,3.812380338,3.812380338,3.751771448,3.923581633,3.618282225,3.812380338,3.059037301,3.869525569,3.687251907,3.869525569,3.176704806,3.812380338,4.197977205,3.464196507,3.869525569,3.687251907,3.923581633,3.544202995,3.923581633,3.464196507,3.377231665,3.464196507,2.925674346,3.751771448,4.023647366,3.464196507,4.070160276,3.618282225,3.751771448,3.544202995,3.618282225,3.544202995,3.618282225,3.687251907,3.464196507,3.869525569,3.687251907,4.157160012,3.812380338,3.812380338,3.923581633,3.923581633,3.812380338,3.377231665,4.157160012,3.464196507,3.28198266,3.812380338,3.544202995,3.464196507,3.464196507,3.377231665,3.544202995,3.377231665,3.464196507,3.176704806,3.687251907
tr.157,2.774376535,3.872123586,3.061633029,3.061633029,3.754369315,3.872123586,3.754369315,3.620879874,2.774376535,3.620879874,4.07275848,3.754369315,4.159758276,3.061633029,2.370124383,3.46679382,3.620879874,3.46679382,3.977463525,4.159758276,3.284579414,3.46679382,3.977463525,3.872123586,3.061633029,3.284579414,3.620879874,2.774376535,3.061633029,3.872123586,3.061633029,3.754369315,3.872123586,3.620879874,3.284579414,3.620879874,1.683452164,2.774376535,4.07275848,3.284579414,3.620879874,3.620879874,2.774376535,3.284579414,3.872123586,2.774376535,2.774376535,3.061633029,2.774376535,2.774376535,2.774376535,4.159758276,3.061633029,3.754369315,3.061633029,3.061633029,3.872123586,3.620879874,3.754369315,3.061633029,3.872123586,3.284579414,3.754369315,3.620879874,3.620879874,3.284579414,3.620879874,4.159758276,4.313892792,4.313892792,3.754369315,4.07275848,4.159758276,4.07275848,4.07275848,3.061633029,3.46679382,4.159758276,3.754369315,3.46679382,4.447413693,3.754369315,3.872123586,3.46679382,3.620879874,3.977463525,3.977463525,3.284579414,3.46679382,3.977463525,3.977463525,3.284579414,3.284579414,4.159758276,3.754369315,4.159758276,3.061633029,2.774376535,4.239791971,3.620879874,3.620879874,3.872123586,3.46679382,3.620879874,4.159758276,4.508034401,3.754369315,4.159758276,3.061633029,3.754369315,3.620879874,3.754369315,3.977463525,4.159758276,3.46679382,3.46679382,3.872123586,4.159758276,3.977463525,3.061633029,3.872123586,3.977463525,3.977463525,3.872123586,3.620879874,4.382879894,3.284579414,4.159758276,3.620879874,4.07275848,3.061633029,3.46679382,3.284579414,3.46679382,3.872123586,3.977463525,3.754369315,3.872123586,3.284579414,2.370124383,3.46679382,3.872123586,2.774376535,2.370124383,3.754369315,3.620879874,3.46679382,3.46679382,3.620879874,3.754369315,3.061633029,3.977463525,3.284579414,3.46679382,3.46679382,3.284579414
tr.158,3.442136771,3.693350097,3.575608187,1.508288343,3.442136771,3.442136771,3.798681193,3.693350097,3.693350097,3.893969604,3.575608187,2.883048306,2.883048306,3.693350097,3.798681193,4.060994244,3.798681193,3.980964423,3.442136771,2.192240041,3.798681193,4.13509199,3.288078477,3.693350097,3.442136771,3.442136771,4.060994244,3.693350097,3.893969604,3.798681193,3.442136771,3.798681193,3.105910083,3.693350097,3.980964423,3.288078477,3.575608187,3.798681193,3.575608187,3.442136771,3.288078477,3.288078477,2.883048306,3.105910083,3.693350097,3.798681193,2.595974195,3.442136771,3.693350097,3.798681193,3.693350097,3.798681193,4.204076612,3.105910083,3.798681193,3.693350097,3.575608187,3.893969604,4.204076612,3.693350097,4.204076612,3.893969604,3.798681193,3.893969604,3.693350097,4.060994244,3.693350097,3.693350097,3.980964423,2.883048306,3.798681193,3.575608187,3.288078477,4.440444384,3.575608187,3.575608187,3.442136771,4.13509199,4.204076612,3.288078477,3.693350097,3.693350097,3.798681193,3.798681193,3.575608187,3.288078477,3.105910083,3.798681193,3.575608187,4.060994244,2.192240041,3.575608187,4.268608381,4.329227407,3.693350097,4.060994244,3.575608187,4.060994244,3.798681193,3.693350097,3.798681193,2.883048306,3.442136771,2.595974195,3.442136771,3.893969604,3.442136771,3.893969604,4.268608381,3.575608187,3.693350097,3.980964423,3.693350097,2.595974195,3.288078477,2.883048306,2.883048306,4.268608381,4.204076612,3.893969604,3.693350097,3.288078477,4.13509199,3.893969604,3.575608187,2.883048306,3.442136771,3.288078477,4.204076612,3.288078477,2.192240041,3.893969604,1.508288343,3.105910083,3.575608187,2.192240041,2.595974195,3.288078477,2.595974195,2.883048306,3.798681193,3.693350097,2.595974195,2.883048306,3.105910083,2.883048306,3.442136771,3.575608187,2.595974195,3.105910083,2.192240041,3.288078477,2.883048306,3.442136771,2.595974195,2.192240041
tr.160,3.844022665,3.476422316,3.358702738,4.223451354,4.112239082,3.581737434,3.67701402,3.581737434,3.581737434,3.844022665,3.987094996,3.581737434,4.223451354,3.581737434,3.225263882,2.889170405,3.67701402,4.223451354,3.581737434,4.112239082,3.581737434,3.67701402,4.274739419,3.763999845,3.358702738,3.987094996,3.225263882,4.112239082,3.67701402,3.358702738,3.476422316,4.323525082,3.358702738,4.112239082,4.051623096,4.112239082,3.581737434,3.67701402,2.666461307,3.763999845,3.67701402,4.169390258,3.844022665,3.476422316,3.581737434,4.112239082,2.666461307,3.071255726,3.67701402,3.476422316,3.476422316,3.071255726,3.987094996,4.051623096,4.112239082,3.071255726,3.476422316,3.358702738,3.763999845,3.67701402,3.67701402,4.112239082,3.358702738,3.581737434,3.918114856,3.581737434,3.918114856,3.844022665,4.112239082,3.763999845,3.918114856,3.67701402,4.112239082,3.358702738,4.274739419,3.844022665,4.169390258,4.323525082,4.223451354,3.987094996,4.323525082,3.763999845,3.358702738,3.844022665,3.476422316,3.358702738,3.844022665,3.763999845,3.358702738,3.358702738,3.987094996,4.169390258,3.476422316,3.358702738,3.844022665,3.763999845,3.071255726,2.379715939,3.476422316,3.581737434,4.051623096,3.581737434,3.763999845,3.581737434,1.976912743,3.476422316,3.67701402,3.67701402,3.225263882,1.976912743,3.918114856,2.379715939,3.071255726,3.763999845,3.225263882,3.581737434,3.987094996,3.67701402,3.358702738,3.225263882,3.225263882,2.666461307,3.581737434,3.358702738,3.67701402,3.844022665,3.581737434,3.476422316,3.225263882,3.844022665,3.581737434,1.297785662,3.071255726,2.889170405,3.071255726,3.071255726,3.67701402,3.987094996,3.225263882,3.844022665,-0.693147181,2.889170405,2.889170405,3.071255726,2.889170405,2.889170405,2.889170405,3.476422316,3.476422316,2.666461307,3.358702738,3.581737434,3.071255726,3.358702738,3.476422316,3.476422316
tr.161,4.475601593,4.242006034,4.187944715,4.070176975,4.388596374,4.664833385,4.59337783,4.433044857,3.862575126,4.475601593,3.936667892,4.93511445,4.388596374,4.070176975,4.388596374,4.59337783,4.59337783,4.005648495,4.242006034,3.936667892,4.388596374,4.555639509,4.242006034,3.782551581,4.242006034,4.342080117,4.29329429,4.516421048,4.516421048,4.070176975,3.494970246,4.342080117,4.342080117,4.664833385,4.516421048,4.794040064,4.342080117,3.782551581,4.388596374,4.070176975,4.29329429,3.862575126,4.388596374,4.005648495,4.698733482,4.242006034,3.089792792,4.130793275,3.936667892,3.782551581,4.242006034,4.29329429,4.388596374,4.130793275,4.070176975,3.862575126,4.242006034,4.242006034,4.130793275,4.29329429,4.187944715,3.936667892,3.862575126,4.433044857,4.698733482,4.342080117,3.782551581,4.005648495,4.070176975,4.342080117,4.629743678,4.731521989,4.187944715,3.936667892,4.388596374,4.130793275,4.475601593,4.475601593,4.187944715,4.130793275,4.242006034,4.388596374,4.242006034,4.187944715,3.862575126,3.936667892,4.242006034,4.242006034,4.516421048,4.242006034,4.005648495,3.936667892,4.29329429,4.516421048,4.005648495,3.936667892,3.695564826,4.187944715,3.695564826,4.005648495,3.695564826,4.342080117,3.936667892,4.342080117,4.005648495,4.005648495,3.089792792,4.242006034,3.862575126,3.782551581,3.600287017,4.555639509,4.242006034,3.494970246,3.936667892,3.600287017,4.187944715,4.130793275,3.600287017,3.494970246,4.070176975,3.243806133,3.862575126,3.494970246,4.070176975,4.005648495,3.782551581,3.862575126,3.695564826,4.130793275,3.862575126,3.782551581,3.862575126,3.782551581,2.398194669,3.243806133,4.070176975,3.600287017,2.398194669,3.089792792,3.936667892,3.243806133,3.936667892,3.600287017,3.494970246,3.243806133,3.243806133,3.695564826,3.936667892,3.377248358,2.907698881,3.862575126,3.494970246,4.070176975,2.684973999,3.243806133
tr.162,3.905535227,4.35746007,4.039042878,4.156809635,4.262158506,4.262158506,3.346128296,4.156809635,4.039042878,4.039042878,4.039042878,4.35746007,4.262158506,3.56916022,3.346128296,3.905535227,4.667596034,4.262158506,4.039042878,4.35746007,4.039042878,3.905535227,3.56916022,3.56916022,3.56916022,3.346128296,3.346128296,3.905535227,3.905535227,4.598606427,4.667596034,4.262158506,3.56916022,3.56916022,4.156809635,3.905535227,3.56916022,4.262158506,3.058687266,4.667596034,4.039042878,4.35746007,3.56916022,3.346128296,3.346128296,3.905535227,4.039042878,3.346128296,3.905535227,3.56916022,3.751421124,4.039042878,3.346128296,3.346128296,4.262158506,3.56916022,3.346128296,4.039042878,3.751421124,3.56916022,3.058687266,-0.693147181,3.905535227,4.039042878,4.156809635,3.346128296,3.56916022,3.751421124,3.56916022,3.346128296,3.56916022,3.56916022,3.346128296,3.905535227,3.751421124,4.156809635,4.35746007,4.444464894,3.56916022,3.905535227,4.598606427,3.56916022,3.905535227,3.751421124,3.905535227,3.56916022,3.751421124,3.905535227,4.039042878,4.039042878,4.156809635,3.058687266,3.346128296,3.751421124,4.156809635,1.964452193,4.156809635,3.56916022,4.156809635,3.751421124,3.751421124,3.905535227,4.156809635,3.905535227,4.156809635,3.346128296,3.56916022,3.751421124,3.56916022,3.346128296,3.905535227,4.35746007,3.56916022,3.751421124,3.751421124,3.058687266,4.156809635,4.039042878,3.56916022,3.905535227,3.905535227,3.751421124,2.653909893,2.653909893,3.905535227,3.905535227,2.653909893,4.039042878,3.56916022,3.905535227,3.751421124,3.56916022,3.905535227,3.56916022,3.56916022,4.262158506,3.56916022,3.751421124,4.156809635,3.751421124,3.56916022,3.751421124,3.346128296,4.35746007,3.751421124,4.039042878,3.346128296,3.058687266,3.346128296,3.058687266,3.56916022,4.039042878,3.346128296,2.653909893,3.058687266,3.905535227
tr.163,4.687915543,4.343096096,4.645357811,4.400249949,4.400249949,4.400249949,4.400249949,4.400249949,4.805694132,4.943840429,4.687915543,3.994831916,4.148960116,4.074862089,3.907836644,3.455999647,4.282476917,4.687915543,4.505603308,4.148960116,4.554390636,4.728735877,3.994831916,4.805694132,4.505603308,4.074862089,4.842060602,4.074862089,4.148960116,4.805694132,4.148960116,4.45431331,4.600908193,4.45431331,4.148960116,4.074862089,3.812547638,4.217944963,3.707215738,3.994831916,4.282476917,4.45431331,4.600908193,4.400249949,4.282476917,4.217944963,4.282476917,3.301938828,4.343096096,3.812547638,4.282476917,3.994831916,4.400249949,3.907836644,4.645357811,4.343096096,4.400249949,4.148960116,4.45431331,4.505603308,4.148960116,4.217944963,4.600908193,3.812547638,4.728735877,3.907836644,4.217944963,4.505603308,4.975588346,4.505603308,4.45431331,4.343096096,3.907836644,4.45431331,4.687915543,4.505603308,4.645357811,4.45431331,4.343096096,4.400249949,4.505603308,4.645357811,4.282476917,4.728735877,4.767955117,4.600908193,4.343096096,4.687915543,4.505603308,4.911051467,4.45431331,4.074862089,4.600908193,3.707215738,4.728735877,4.074862089,3.812547638,3.994831916,4.645357811,3.707215738,4.217944963,4.687915543,4.148960116,4.400249949,4.343096096,4.148960116,4.505603308,4.343096096,4.554390636,3.907836644,4.074862089,4.505603308,4.45431331,4.645357811,4.217944963,4.282476917,4.148960116,4.505603308,4.148960116,3.707215738,3.455999647,4.45431331,3.589472703,4.343096096,4.148960116,4.505603308,4.728735877,4.074862089,3.907836644,4.45431331,3.812547638,3.455999647,3.707215738,3.994831916,3.812547638,3.455999647,3.907836644,4.554390636,3.812547638,3.994831916,4.45431331,3.812547638,3.812547638,3.907836644,4.282476917,3.455999647,3.907836644,3.812547638,4.343096096,4.282476917,4.074862089,3.812547638,3.994831916,4.554390636,4.074862089,4.343096096
tr.164,4.447795017,3.977844808,4.8940619,4.8940619,4.810682836,4.619635313,4.619635313,5.140916511,4.853241099,3.977844808,4.8940619,4.314274108,4.565570865,3.754750561,4.508415728,4.933281554,4.508415728,4.670926239,4.670926239,4.240173282,4.508415728,4.8940619,4.508415728,3.467174984,4.16013958,4.508415728,4.853241099,3.977844808,4.314274108,4.670926239,4.16013958,3.977844808,4.447795017,4.16013958,4.565570865,4.619635313,4.447795017,4.508415728,4.766232615,3.977844808,4.447795017,4.670926239,4.719714366,4.383261214,3.872504854,4.16013958,4.073139774,4.383261214,4.447795017,4.073139774,3.467174984,4.383261214,4.670926239,4.619635313,4.314274108,4.314274108,4.508415728,4.619635313,4.383261214,3.872504854,4.240173282,4.447795017,4.447795017,4.619635313,4.853241099,4.619635313,4.565570865,4.853241099,4.766232615,4.073139774,4.508415728,4.073139774,4.16013958,4.073139774,4.8940619,4.565570865,4.447795017,4.565570865,4.565570865,4.719714366,4.619635313,4.933281554,4.16013958,4.240173282,4.073139774,4.314274108,4.619635313,4.383261214,4.719714366,4.508415728,4.670926239,4.16013958,4.8940619,4.447795017,3.977844808,4.16013958,4.073139774,3.621261087,4.719714366,4.810682836,4.314274108,4.971020939,4.383261214,4.810682836,4.383261214,4.073139774,4.508415728,4.447795017,4.240173282,4.073139774,3.754750561,4.447795017,4.565570865,4.314274108,4.971020939,4.383261214,4.508415728,4.719714366,4.508415728,4.447795017,4.508415728,4.314274108,4.314274108,3.467174984,3.977844808,4.240173282,4.314274108,4.447795017,3.977844808,4.508415728,4.565570865,3.467174984,4.240173282,3.621261087,3.754750561,4.508415728,3.872504854,4.565570865,4.314274108,4.16013958,3.872504854,3.872504854,4.8940619,4.314274108,4.240173282,4.16013958,3.872504854,4.314274108,4.073139774,4.314274108,4.383261214,3.977844808,3.872504854,4.240173282,3.754750561,4.073139774
tr.165,4.279158885,4.078511884,4.078511884,4.52030258,4.183858781,4.446199341,4.65382703,4.366162598,4.446199341,4.366162598,4.825670689,4.279158885,4.52030258,4.52030258,4.183858781,4.714449062,4.279158885,4.446199341,4.183858781,4.183858781,4.446199341,3.827244259,4.183858781,3.960747886,4.876962416,4.279158885,4.183858781,4.714449062,4.714449062,4.771605305,5.016720818,4.65382703,5.24851836,5.139320753,4.714449062,4.589291633,4.589291633,3.490885729,4.366162598,4.183858781,4.279158885,4.92575123,4.446199341,4.714449062,4.279158885,4.446199341,4.279158885,4.52030258,4.446199341,3.827244259,4.52030258,4.366162598,4.65382703,4.183858781,4.52030258,4.078511884,4.183858781,4.92575123,3.960747886,4.52030258,4.078511884,3.960747886,4.366162598,3.673136356,3.827244259,4.446199341,4.078511884,4.446199341,4.714449062,4.366162598,4.589291633,4.183858781,4.714449062,3.490885729,4.65382703,4.279158885,4.446199341,4.65382703,4.52030258,4.65382703,4.92575123,4.52030258,3.827244259,4.183858781,3.827244259,4.279158885,4.771605305,4.65382703,3.490885729,4.589291633,3.960747886,4.589291633,4.366162598,4.65382703,4.183858781,4.446199341,4.078511884,4.279158885,4.446199341,4.446199341,4.714449062,4.65382703,4.876962416,4.446199341,4.279158885,4.078511884,4.078511884,4.589291633,3.673136356,4.279158885,4.279158885,4.078511884,4.183858781,4.366162598,4.279158885,4.771605305,4.589291633,4.279158885,4.366162598,4.771605305,4.183858781,4.279158885,3.673136356,3.827244259,4.52030258,4.446199341,4.714449062,3.960747886,4.52030258,4.366162598,4.446199341,4.078511884,4.825670689,3.827244259,4.446199341,4.366162598,4.279158885,4.876962416,4.771605305,4.876962416,4.183858781,4.183858781,4.366162598,4.714449062,4.366162598,4.714449062,4.183858781,3.960747886,2.980472491,4.366162598,4.771605305,4.876962416,4.279158885,4.366162598,3.673136356,4.65382703
