Rep	theta_norm	Y_norm	MLE_Err	Bayes_Err	Win	bya	c_value	bya_breakpoint
0314	14.14214	15.43798	58.92824	49.00734	9.92089	-1.09719	0.86230	0.02246
0315	14.14214	15.24082	39.03880	34.21953	4.81926	-1.00228	0.86621	0.57715
0316	14.14214	18.08075	77.57201	54.59558	22.97642	-1.98899	0.80371	0.00000
0317	14.14214	16.37153	56.02491	42.40504	13.61987	-1.48474	0.84277	0.00000
0318	14.14214	15.59394	38.03337	31.47911	6.55426	-1.16879	0.85840	0.38184
0319	14.14214	16.30556	46.31658	34.72818	11.58839	-1.46038	0.84277	0.00000
0320	14.14214	16.32590	43.69376	32.48704	11.20672	-1.46794	0.84277	0.00000
0321	14.14214	15.67960	51.55041	41.90543	9.64498	-1.20688	0.85645	0.01855
0322	14.14214	16.86137	49.76455	35.23310	14.53145	-1.65296	0.83105	0.00000
0323	14.14214	14.73232	42.15987	39.68266	2.47721	-0.73294	0.87793	0.76855
0324	14.14214	17.61778	61.82168	42.61341	19.20827	-1.87384	0.81543	0.00000
0325	14.14214	15.14659	48.94346	42.59089	6.35257	-0.95511	0.86816	0.44824
0326	14.14214	15.44958	49.33969	41.28989	8.04980	-1.10261	0.86230	0.23535
0327	14.14214	14.28537	50.63875	49.06033	1.57841	-0.46343	0.88574	0.82910
0328	14.14214	15.80789	57.84166	46.36820	11.47346	-1.26231	0.85449	0.00000
0329	14.14214	17.26963	46.41482	30.85876	15.55606	-1.77758	0.82324	0.00000
0330	14.14214	15.88961	51.58804	40.92876	10.65928	-1.29665	0.85254	0.00000
0331	14.14214	16.30452	68.17929	52.64798	15.53131	-1.45999	0.84277	0.00000
0332	14.14214	16.67793	50.55388	36.62650	13.92738	-1.59248	0.83496	0.00000
0333	14.14214	15.53840	36.70648	30.71284	5.99364	-1.14363	0.86035	0.44434
0334	14.14214	14.94299	35.78169	33.40104	2.38064	-0.84903	0.87207	0.76465
0335	14.14214	15.78134	43.70709	35.08084	8.62625	-1.25099	0.85449	0.12598
0336	14.14214	16.46244	56.33458	42.28119	14.05339	-1.51762	0.84082	0.00000
0337	14.14214	16.49197	50.73802	37.55085	13.18716	-1.52813	0.83887	0.00000
0338	14.14214	15.82712	38.08073	30.30516	7.77557	-1.27046	0.85449	0.21973
0339	14.14214	16.00045	51.52406	40.36122	11.16283	-1.34205	0.85059	0.00000
0340	14.14214	14.59159	19.83397	23.27229	-3.43832	-0.65161	0.87988	0.95801
0341	14.14214	15.80766	53.97063	43.24186	10.72877	-1.26221	0.85449	0.00000
0342	14.14214	16.07922	54.59175	42.49933	12.09242	-1.37352	0.84863	0.00000
0343	14.14214	16.23318	56.91524	43.72173	13.19351	-1.43316	0.84473	0.00000
0344	14.14214	16.83565	45.41478	31.72231	13.69247	-1.64466	0.83105	0.00000
0345	14.14214	16.60082	40.39536	28.55459	11.84077	-1.56618	0.83691	0.00000
0346	14.14214	17.42596	58.79584	40.70324	18.09260	-1.82189	0.81934	0.00000
0347	14.14214	15.80782	64.87660	52.05218	12.82442	-1.26228	0.85449	0.00000
0348	14.14214	15.52222	59.38381	48.95998	10.42383	-1.13623	0.86035	0.00000
0349	14.14214	14.26216	45.81756	45.52809	0.28947	-0.44850	0.88770	0.87793
0350	14.14214	17.61592	45.51071	28.83149	16.67922	-1.87334	0.81543	0.00000
0351	14.14214	16.34480	55.68598	42.23955	13.44643	-1.47492	0.84277	0.00000
0352	14.14214	17.16250	63.83635	45.84758	17.98876	-1.74616	0.82520	0.00000
0353	14.14214	15.93732	46.83437	36.85021	9.98415	-1.31635	0.85059	0.00000
0354	14.14214	17.35764	61.63030	43.32202	18.30828	-1.80275	0.82129	0.00000
0355	14.14214	15.15931	47.53196	41.40434	6.12761	-0.96155	0.86816	0.46777
0356	14.14214	14.42007	38.90376	39.17101	-0.26726	-0.54815	0.88379	0.89160
0357	14.14214	14.52948	61.27441	55.73097	5.54344	-0.61471	0.88184	0.57715
0358	14.14214	15.71244	40.75765	33.05091	7.70674	-1.22125	0.85645	0.24121
0359	14.14214	16.53000	47.66225	34.85540	12.80685	-1.54155	0.83887	0.00000
0360	14.14214	14.90709	51.99935	46.33564	5.66371	-0.82972	0.87402	0.53418
0361	14.14214	15.46068	27.50986	23.78634	3.72352	-1.10779	0.86230	0.64941
0362	14.14214	17.91597	68.20282	47.08988	21.11294	-1.94959	0.80762	0.00000
0363	14.14214	15.69096	45.47100	36.95577	8.51522	-1.21186	0.85645	0.15137
0364	14.14214	15.67871	52.55428	42.71767	9.83661	-1.20648	0.85645	0.00000
0365	14.14214	16.15751	55.13474	42.59535	12.53940	-1.40415	0.84668	0.00000
0366	14.14214	16.15489	44.69521	34.08741	10.60780	-1.40314	0.84668	0.00000
0367	14.14214	16.23163	51.09599	38.96929	12.12670	-1.43258	0.84473	0.00000
0368	14.14214	15.96515	59.70232	47.16244	12.53987	-1.32774	0.85059	0.00000
0369	14.14214	16.38271	44.64604	33.01429	11.63175	-1.48882	0.84082	0.00000
0370	14.14214	15.14588	43.42135	38.22811	5.19323	-0.95476	0.86816	0.55371
0371	14.14214	16.05849	49.27598	38.26579	11.01019	-1.36530	0.84863	0.00000
0372	14.14214	15.17508	46.87787	40.79961	6.07825	-0.96950	0.86816	0.47168
0373	14.14214	14.67032	39.67749	38.13956	1.53793	-0.69749	0.87793	0.81738
0374	14.14214	15.88888	64.93410	51.74074	13.19337	-1.29635	0.85254	0.00000
0375	14.14214	15.80190	41.04743	32.83006	8.21737	-1.25976	0.85449	0.17090
0376	14.14214	16.53338	57.51971	42.96753	14.55218	-1.54273	0.83887	0.00000
0377	14.14214	16.28140	65.49628	50.54306	14.95321	-1.45135	0.84473	0.00000
0378	14.14214	13.20899	38.15879	47.88762	-9.72882	0.34101	0.90918	0.99512
0379	14.14214	15.38966	35.89912	30.88498	5.01414	-1.07439	0.86230	0.54980
0380	14.14214	16.76066	49.65381	35.54469	14.10912	-1.62012	0.83301	0.00000
0381	14.14214	15.63894	50.25631	41.06502	9.19129	-1.18891	0.85840	0.07910
0382	14.14214	15.28767	56.55228	47.87184	8.68045	-1.02529	0.86621	0.18652
0383	14.14214	17.05890	61.04900	43.88563	17.16336	-1.71492	0.82715	0.00000
0384	14.14214	16.47847	46.01616	33.72075	12.29540	-1.52333	0.83887	0.00000
0385	14.14214	15.32223	45.74035	39.09329	6.64705	-1.04208	0.86426	0.40137
0386	14.14214	16.61913	43.51532	31.05269	12.46263	-1.57247	0.83691	0.00000
0387	14.14214	16.70620	60.68655	44.90132	15.78523	-1.60199	0.83496	0.00000
0388	14.14214	15.04711	46.32427	41.07946	5.24482	-0.90401	0.87012	0.55762
0389	14.14214	16.44827	51.63832	38.47669	13.16164	-1.51254	0.84082	0.00000
0390	14.14214	16.00443	48.87177	38.18766	10.68411	-1.34366	0.85059	0.00000
0391	14.14214	15.54159	51.32912	42.41236	8.91676	-1.14509	0.86035	0.12402
0392	14.14214	15.77696	39.90196	32.03136	7.87060	-1.24911	0.85449	0.21387
0393	14.14214	15.01331	53.06368	46.57639	6.48729	-0.88633	0.87207	0.45020
0394	14.14214	15.83252	40.64275	32.34911	8.29364	-1.27274	0.85449	0.15723
0395	14.14214	16.84838	45.12392	31.42880	13.69513	-1.64878	0.83105	0.00000
0396	14.14214	17.46326	54.07411	36.59705	17.47705	-1.83219	0.81738	0.00000
0397	14.14214	15.64322	56.80888	46.31107	10.49781	-1.19081	0.85840	0.00000
0398	14.14214	15.01825	53.78627	47.11792	6.66835	-0.88893	0.87012	0.43262
0399	14.14214	15.71965	55.09266	44.56441	10.52825	-1.22438	0.85645	0.00000
0400	14.14214	15.63368	61.64061	50.23970	11.40090	-1.18656	0.85840	0.00000
0401	14.14214	15.39315	60.07559	50.14442	9.93117	-1.07604	0.86230	0.02832
0402	14.14214	16.66117	62.29912	46.40940	15.88972	-1.58681	0.83496	0.00000
0403	14.14214	15.35090	41.02365	35.18302	5.84063	-1.05589	0.86426	0.47754
0404	14.14214	14.88704	51.90804	46.37824	5.52980	-0.81885	0.87402	0.54785
0405	14.14214	15.77430	49.73274	39.97926	9.75348	-1.24798	0.85449	0.00000
0406	14.14214	15.39566	53.36890	44.78347	8.58543	-1.07723	0.86230	0.18262
0407	14.14214	16.65190	60.71745	45.13730	15.58016	-1.58366	0.83496	0.00000
0408	14.14214	14.58768	50.81886	47.29570	3.52316	-0.64930	0.87988	0.71582
0409	14.14214	14.52239	43.33706	41.91755	1.41951	-0.61045	0.88184	0.82910
0410	14.14214	15.82819	47.70676	38.08144	9.62532	-1.27091	0.85449	0.00000
0411	14.14214	15.63420	46.06619	37.72129	8.34490	-1.18680	0.85840	0.17871
0412	14.14214	15.32006	43.67007	37.45815	6.21192	-1.04103	0.86426	0.44434
0413	14.14214	16.83523	48.88329	34.60512	14.27818	-1.64452	0.83105	0.00000
0414	14.14214	15.29980	59.27866	49.97687	9.30179	-1.03120	0.86426	0.11426
0415	14.14214	14.92942	54.35282	48.05577	6.29705	-0.84175	0.87207	0.47559
0416	14.14214	16.17325	60.51343	46.91804	13.59540	-1.41024	0.84668	0.00000
0417	14.14214	14.89343	47.11299	42.58437	4.52862	-0.82232	0.87402	0.62793
0418	14.14214	15.43656	35.77102	30.52191	5.24911	-1.09652	0.86230	0.52441
0419	14.14214	16.57271	48.17399	35.09657	13.07742	-1.55645	0.83691	0.00000
0420	14.14214	16.02258	44.64713	34.66840	9.97873	-1.35096	0.84863	0.00000
0421	14.14214	18.01383	73.82568	51.58968	22.23600	-1.97319	0.80566	0.00000
0422	14.14214	15.05307	46.80518	41.42464	5.38054	-0.90711	0.87012	0.54590
0423	14.14214	16.54768	45.60308	33.08206	12.52103	-1.54774	0.83887	0.00000
0424	14.14214	14.39942	40.35772	40.42693	-0.06920	-0.53537	0.88379	0.88574
0425	14.14214	15.57139	35.28214	29.39262	5.88952	-1.15862	0.85840	0.45215
0426	14.14214	15.88725	63.51853	50.60151	12.91701	-1.29567	0.85254	0.00000
0427	14.14214	16.85515	60.86552	44.48317	16.38235	-1.65096	0.83105	0.00000
0428	14.14214	16.51387	56.90019	42.53616	14.36403	-1.53587	0.83887	0.00000
0429	14.14214	14.64931	42.16765	40.20606	1.96159	-0.68535	0.87793	0.79980
0430	14.14214	15.81760	37.38833	29.79403	7.59430	-1.26643	0.85449	0.24121
0431	14.14214	15.36977	47.90293	40.56102	7.34191	-1.06492	0.86426	0.32324
0432	14.14214	17.64924	56.63645	38.12465	18.51180	-1.88211	0.81348	0.00000
0433	14.14214	15.09977	56.69402	48.96840	7.72562	-0.93124	0.87012	0.31543
0434	14.14214	16.96687	49.82845	34.87142	14.95703	-1.68645	0.82910	0.00000
0435	14.14214	14.92235	42.84335	39.06681	3.77655	-0.83795	0.87402	0.67871
0436	14.14214	15.30216	39.02270	33.86125	5.16145	-1.03235	0.86426	0.54395
0437	14.14214	16.63461	50.19745	36.50959	13.68787	-1.57777	0.83691	0.00000
0438	14.14214	16.99192	35.93996	23.19451	12.74545	-1.69427	0.82910	0.00000
0439	14.14214	15.40140	37.42715	32.03830	5.38885	-1.07995	0.86230	0.51465
0440	14.14214	15.23016	48.69163	41.93533	6.75630	-0.99701	0.86621	0.39941
0441	14.14214	16.19599	47.66835	36.32694	11.34141	-1.41898	0.84668	0.00000
0442	14.14214	14.71722	40.86378	38.76728	2.09651	-0.72436	0.87793	0.79004
0443	14.14214	14.21347	47.12459	46.85200	0.27259	-0.41690	0.88770	0.87988
0444	14.14214	15.31930	51.42428	43.63049	7.79379	-1.04066	0.86426	0.28027
0445	14.14214	13.14139	49.12213	56.39918	-7.27704	0.40018	0.90918	0.98926
0446	14.14214	15.17853	46.03030	40.10953	5.92077	-0.97124	0.86816	0.48535
0447	14.14214	13.24974	60.09908	63.47449	-3.37541	0.30589	0.90723	0.96387
0448	14.14214	16.30228	50.45618	38.13480	12.32137	-1.45916	0.84277	0.00000
0449	14.14214	14.79859	65.43135	57.44672	7.98463	-0.77018	0.87598	0.32715
0450	14.14214	17.30296	55.60116	38.44744	17.15372	-1.78718	0.82129	0.00000
0451	14.14214	17.63597	48.00685	30.87124	17.13561	-1.87863	0.81348	0.00000
0452	14.14214	14.34747	50.18256	48.30953	1.87302	-0.50288	0.88574	0.81543
0453	14.14214	14.23974	53.55444	51.58385	1.97059	-0.43400	0.88770	0.81348
0454	14.14214	15.41425	39.67702	33.76261	5.91441	-1.08603	0.86230	0.46387
0455	14.14214	16.75038	66.05090	49.17822	16.87269	-1.61672	0.83301	0.00000
0456	14.14214	16.48376	69.75039	53.23929	16.51110	-1.52521	0.83887	0.00000
0457	14.14214	16.85982	39.68921	26.86526	12.82395	-1.65246	0.83105	0.00000
0458	14.14214	15.44218	50.54679	42.29232	8.25447	-1.09915	0.86230	0.21387
0459	14.14214	15.37492	37.07835	31.90723	5.17112	-1.06737	0.86426	0.53613
0460	14.14214	15.49894	53.86950	44.66053	9.20897	-1.12553	0.86035	0.09668
0461	14.14214	14.47795	45.36996	43.77136	1.59859	-0.58361	0.88184	0.82129
0462	14.14214	15.66349	60.02028	48.79718	11.22310	-1.19978	0.85645	0.00000
0463	14.14214	16.08811	46.98867	36.26661	10.72207	-1.37703	0.84863	0.00000
0464	14.14214	16.07930	67.40225	52.93113	14.47112	-1.37355	0.84863	0.00000
0465	14.14214	16.42509	53.72523	40.29067	13.43456	-1.50420	0.84082	0.00000
0466	14.14214	15.26561	47.92426	41.13469	6.78956	-1.01449	0.86621	0.39355
0467	14.14214	16.93520	62.89663	45.87617	17.02046	-1.67650	0.82910	0.00000
0468	14.14214	16.95556	41.77497	28.20667	13.56831	-1.68291	0.82910	0.00000
0469	14.14214	17.17723	44.23258	29.38153	14.85105	-1.75053	0.82520	0.00000
0470	14.14214	15.16986	39.99174	35.37866	4.61308	-0.96687	0.86816	0.60059
0471	14.14214	14.31737	32.11884	34.66983	-2.55098	-0.48384	0.88574	0.94629
0472	14.14214	15.55816	35.79270	29.87358	5.91912	-1.15263	0.86035	0.45020
0473	14.14214	15.52474	43.44208	36.18096	7.26112	-1.13739	0.86035	0.31348
0474	14.14214	15.25050	42.14585	36.63059	5.51526	-1.00705	0.86621	0.51660
0475	14.14214	13.50881	29.65096	39.08357	-9.43261	0.09193	0.90332	0.99512
0476	14.14214	16.06093	51.71791	40.24211	11.47580	-1.36627	0.84863	0.00000
0477	14.14214	15.41137	45.48521	38.41274	7.07247	-1.08467	0.86230	0.34668
0478	14.14214	14.29486	47.23959	46.39803	0.84155	-0.46950	0.88574	0.85840
0479	14.14214	16.36826	39.87054	29.15860	10.71194	-1.48354	0.84277	0.00000
0480	14.14214	15.66174	40.45312	33.06725	7.38586	-1.19901	0.85645	0.28418
0481	14.14214	16.05134	62.47983	49.04270	13.43713	-1.36246	0.84863	0.00000
0482	14.14214	16.42812	30.69949	21.34743	9.35206	-1.50529	0.84082	0.00000
0483	14.14214	16.59672	47.51349	34.45021	13.06328	-1.56476	0.83691	0.00000
0484	14.14214	13.60013	45.41739	49.98970	-4.57231	0.02018	0.90137	0.97363
0485	14.14214	15.06510	46.08931	40.79211	5.29720	-0.91336	0.87012	0.55176
0486	14.14214	15.47148	40.49552	34.10621	6.38931	-1.11282	0.86230	0.41113
0487	14.14214	15.95060	53.33602	42.06195	11.27407	-1.32180	0.85059	0.00000
0488	14.14214	15.63213	51.39530	42.01411	9.38119	-1.18588	0.85840	0.05762
0489	14.14214	15.16195	38.91464	34.57173	4.34291	-0.96289	0.86816	0.62207
0490	14.14214	15.12118	50.13140	43.66950	6.46190	-0.94219	0.86816	0.44043
0491	14.14214	16.78517	35.06198	23.33994	11.72205	-1.62819	0.83301	0.00000
0492	14.14214	14.92218	52.79546	46.87460	5.92086	-0.83786	0.87402	0.51074
0493	14.14214	14.55716	44.88968	42.89627	1.99341	-0.63123	0.87988	0.80176
0494	14.14214	14.50109	45.58948	43.79277	1.79671	-0.59763	0.88184	0.81152
0495	14.14214	15.40156	20.37661	18.43714	1.93947	-1.08003	0.86230	0.77051
0496	14.14214	15.38864	49.96271	42.10365	7.85906	-1.07390	0.86230	0.26465
0497	14.14214	15.62178	45.94665	37.68831	8.25834	-1.18127	0.85840	0.19043
0498	14.14214	16.15051	44.34939	33.82550	10.52390	-1.40144	0.84668	0.00000
0499	14.14214	15.61175	50.93400	41.74456	9.18944	-1.17678	0.85840	0.08301
