"","school","mean","sigma_n","prior_mean","prior_sd"
"1",1011,47.3064516129032,1.57128913264126,48.0043049610582,3.56148682727357
"2",1012,51.0806666666667,2.25887045060213,49.6343725385323,3.56148682727357
"3",1021,39.9976470588235,2.12183931987226,43.3467631600964,3.56148682727357
"4",1022,47.0048387096774,1.57128913264126,50.6000429301989,3.56148682727357
"5",1032,48.735,2.33815305146501,45.9021540203539,3.56148682727357
"6",1033,49.285652173913,1.82420245454724,49.5133312118828,3.56148682727357
"7",1041,53.305,2.06205716712774,51.981937160764,3.56148682727357
"8",1042,55.8775,1.7857938907884,51.9415900518809,3.56148682727357
"9",1051,51.4833333333333,1.52293014711824,52.1433255962967,3.56148682727357
"10",1052,50.138125,2.18714190910552,46.56988223439,3.56148682727357
"11",1061,52.7286363636364,1.8652008871707,52.6562881127159,3.56148682727357
"12",1062,54.3891666666667,2.52549393995597,51.3081182531181,3.56148682727357
"13",1071,49.8896666666667,1.59726261344268,51.3081182531181,3.56148682727357
"14",1072,44.7775,1.65332387814293,51.3081182531181,3.56148682727357
"15",1081,57.7738888888889,2.06205716712774,52.6159410038328,3.56148682727357
"16",1082,53.5869565217391,1.82420245454724,52.5755938949496,3.56148682727357
"17",1091,50.9403703703704,1.68366262663731,52.6159410038328,3.56148682727357
"18",1092,55.7345833333333,1.7857938907884,52.4948996771832,3.56148682727357
"19",1101,54.2064,1.74971352728442,51.9415900518809,3.56148682727357
"20",1111,52.1604,1.74971352728442,50.3021007525683,3.56148682727357
"21",1112,54.9464705882353,2.12183931987226,48.7930745017437,3.56148682727357
"22",1121,49.2041176470588,2.12183931987226,48.7930745017437,3.56148682727357
"23",1132,48.4575,1.65332387814293,50.221406534802,3.56148682727357
"24",1141,58.9130769230769,1.7157352728501,52.6562881127159,3.56148682727357
"25",1142,53.42,2.06205716712774,52.6562881127159,3.56148682727357
"26",1151,47.7461538461538,1.7157352728501,51.3484653620013,3.56148682727357
"27",1152,56.0832142857143,1.65332387814293,52.6562881127159,3.56148682727357
"28",1161,44.1572222222222,2.06205716712774,48.8334216106269,3.56148682727357
"29",1171,59.632,3.91247838815889,52.6159410038328,3.56148682727357
"30",1172,51.446875,2.18714190910552,52.0222842696472,3.56148682727357
"31",1181,48.99875,3.09308575069161,50.221406534802,3.56148682727357
"32",1191,49.6654166666667,1.7857938907884,51.2274240353517,3.56148682727357
