"","school","mean","sigma_n","prior_mean","prior_sd"
"1",1011,47.3064516129032,1.57160525806415,48.0652666299065,3.47129833348733
"2",1012,51.0806666666667,2.25932490953118,49.5785570714056,3.47129833348733
"3",1021,39.9976470588235,2.12226620970328,43.2811551031946,3.47129833348733
"4",1022,47.0048387096774,1.57160525806415,50.5855033966098,3.47129833348733
"5",1032,48.735,2.33862346114762,45.8007538801885,3.47129833348733
"6",1033,49.285652173913,1.82456946324119,49.5766431022771,3.47129833348733
"7",1041,53.305,2.06247202947258,51.897044267311,3.47129833348733
"8",1042,55.8775,1.7861531721181,51.8964062776015,3.47129833348733
"9",1051,51.4833333333333,1.5232365432657,51.8995962261489,3.47129833348733
"10",1052,50.138125,2.18758193707146,46.3572445044138,3.47129833348733
"11",1061,52.7286363636364,1.86557614428092,52.453129609642,3.47129833348733
"12",1062,54.3891666666667,2.52600204048514,51.1426320105446,3.47129833348733
"13",1071,49.8896666666667,1.59758396443318,51.1426320105446,3.47129833348733
"14",1072,44.7775,1.65365650801944,51.1426320105446,3.47129833348733
"15",1081,57.7738888888889,2.06247202947258,52.4524916199325,3.47129833348733
"16",1082,53.5869565217391,1.82456946324119,52.451853630223,3.47129833348733
"17",1091,50.9403703703704,1.68400136032343,52.4524916199325,3.47129833348733
"18",1092,55.7345833333333,1.7861531721181,52.450577650804,3.47129833348733
"19",1101,54.2064,1.75006554965717,51.8964062776015,3.47129833348733
"20",1111,52.1604,1.75006554965717,50.1350476956309,3.47129833348733
"21",1112,54.9464705882353,2.12226620970328,48.6236712232603,3.47129833348733
"22",1121,49.2041176470588,2.12226620970328,48.6236712232603,3.47129833348733
"23",1132,48.4575,1.65365650801944,50.1337717162119,3.47129833348733
"24",1141,58.9130769230769,1.71608045918623,52.453129609642,3.47129833348733
"25",1142,53.42,2.06247202947258,52.453129609642,3.47129833348733
"26",1151,47.7461538461538,1.71608045918623,51.1432700002541,3.47129833348733
"27",1152,56.0832142857143,1.65365650801944,52.453129609642,3.47129833348733
"28",1161,44.1572222222222,2.06247202947258,48.6243092129697,3.47129833348733
